"","name","longitude","latitude","prov","date","key"
"859","Argia pulla Hagen, 1865",-103.70361,18.98611,"gbif",2006-10-26,"1421490257"
"860","Argia pulla Hagen, 1865",-103.7036,18.9861,"gbif",2006-10-26,"4168917408"
"861","Argia pulla Hagen, 1865",-103.70361,18.98611,"gbif",2006-10-26,"1421490196"
"862","Argia pulla Hagen, 1865",-103.7136,19.0256,"gbif",2006-10-25,"4169092395"
"863","Argia pulla Hagen, 1865",-99.27588,18.549425,"gbif",2020-06-10,"2629040983"
"864","Argia pulla Hagen, 1865",-103.70361,18.98611,"gbif",2006-10-27,"1421490301"
"865","Argia pulla Hagen, 1865",-103.7247,19.0542,"gbif",2006-10-23,"4169075352"
"866","Argia pulla Hagen, 1865",-103.70375,18.98617,"gbif",2006-10-27,"4168890168"
"867","Argia pulla Hagen, 1865",-103.72472,19.05417,"gbif",2006-10-23,"1421493777"
"868","Argia pulla Hagen, 1865",-103.70361,18.98611,"gbif",2006-10-26,"1421490399"
"869","Argia pulla Hagen, 1865",-103.72475,19.05428,"gbif",2006-10-23,"4168909323"
"870","Argia pulla Hagen, 1865",-103.704,18.98617,"gbif",2006-11-27,"4168898590"
"871","Argia pulla Hagen, 1865",-103.7572,19.0033,"gbif",2006-11-25,"4169060010"
"872","Argia pulla Hagen, 1865",-103.72472,19.05417,"gbif",2006-11-24,"1421493228"
"873","Argia pulla Hagen, 1865",-103.71361,19.02567,"gbif",2006-11-26,"4168898587"
"874","Argia pulla Hagen, 1865",-103.71361,19.02556,"gbif",2006-11-26,"1421489482"
"875","Argia pulla Hagen, 1865",-103.7036,18.9861,"gbif",2006-11-27,"4169092392"
"876","Argia pulla Hagen, 1865",-103.7572,19.0033,"gbif",2006-11-25,"4168903289"
"877","Argia pulla Hagen, 1865",-103.7136,19.0256,"gbif",2006-11-26,"4169092397"
"878","Argia pulla Hagen, 1865",-103.7136,19.0256,"gbif",2006-11-26,"4169132127"
"879","Argia pulla Hagen, 1865",-103.7247,19.0542,"gbif",2006-11-24,"4168984177"
"880","Argia pulla Hagen, 1865",-103.75722,19.00333,"gbif",2006-11-25,"1421491303"
"881","Argia pulla Hagen, 1865",-103.757,19.00347,"gbif",2006-11-25,"4168892493"
"882","Argia pulla Hagen, 1865",-103.757,19.00347,"gbif",2006-11-25,"4169052543"
"883","Argia pulla Hagen, 1865",-103.75722,19.00333,"gbif",2006-11-25,"1421491254"
"884","Argia pulla Hagen, 1865",-103.7136,19.0256,"gbif",2006-11-26,"4169092396"
"885","Argia pulla Hagen, 1865",-103.70361,18.98611,"gbif",2006-11-27,"1421490243"
"886","Argia pulla Hagen, 1865",-103.72472,19.05417,"gbif",2006-11-24,"1421493590"
"887","Argia pulla Hagen, 1865",-103.70361,18.98611,"gbif",2006-11-27,"1421490326"
"888","Argia pulla Hagen, 1865",-99.27588,18.549425,"gbif",2020-06-11,"2629042128"
"889","Argia pulla Hagen, 1865",-103.7572,19.0033,"gbif",2006-11-25,"4169132128"
"890","Argia pulla Hagen, 1865",-103.71361,19.02567,"gbif",2006-11-26,"4169052542"
"891","Argia pulla Hagen, 1865",-103.75722,19.00333,"gbif",2006-11-25,"1421491297"
"892","Argia pulla Hagen, 1865",-103.7036,18.9861,"gbif",2006-11-27,"4168909198"
"893","Argia pulla Hagen, 1865",-103.72475,19.05428,"gbif",2006-11-24,"4169055442"
"894","Argia pulla Hagen, 1865",-103.71361,19.02556,"gbif",2006-11-26,"1421489638"
"895","Argia pulla Hagen, 1865",-103.71361,19.02556,"gbif",2006-11-26,"1421489642"
"896","Argia pulla Hagen, 1865",-103.7247,19.0542,"gbif",2006-11-24,"4168903280"
"897","Argia pulla Hagen, 1865",-99.27588,18.549425,"gbif",2020-06-12,"2629041844"
"898","Argia pulla Hagen, 1865",-96.17589,15.81628,"gbif",2005-02-15,"4168957506"
"899","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-02-12,"4168909112"
"900","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-02-12,"1421491040"
"901","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-02-12,"1421490990"
"902","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-02-12,"4169160581"
"903","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-02-15,"4169061254"
"904","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-02-12,"4169092310"
"905","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-02-12,"4169092309"
"906","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-02-12,"1421491243"
"907","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-02-12,"4169117530"
"908","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-02-12,"1421491141"
"909","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-02-12,"1421491232"
"910","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-02-21,"2629316740"
"911","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-02-15,"1421484048"
"912","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-02-12,"4169132034"
"913","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-02-12,"4169132033"
"914","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-02-21,"2629307899"
"915","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-03-29,"2629309599"
"916","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-03-29,"2629309290"
"917","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-04-04,"2629316942"
"918","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-04-02,"2629312427"
"919","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-04-04,"2629312501"
"920","BOLD:AEJ5793",-101.554,23.8744,"gbif",2005-04-03,"2249884056"
"921","Argia pulla Hagen, 1865",-84.850918,10.450229,"gbif",2005-04-13,"1256502732"
"922","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-05-31,"4168965490"
"923","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-05-31,"4168968673"
"924","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-05-31,"4169092317"
"925","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-05-31,"4168965491"
"926","Argia pulla Hagen, 1865",-103.024267,19.008733,"gbif",2005-05-30,"2629313702"
"927","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-05-31,"1421491259"
"928","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421490795"
"929","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-06-03,"4169117526"
"930","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421490919"
"931","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4169132040"
"932","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-06-04,"2629316178"
"933","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4169059933"
"934","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-06-05,"2629306748"
"935","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4168984099"
"936","Argia pulla Hagen, 1865",-110.347549,28.719593,"gbif",2005-06-30,"3383870453"
"937","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4168984098"
"938","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4168909121"
"939","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491010"
"940","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491213"
"941","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491115"
"942","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4169061261"
"943","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4169092318"
"944","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-06-01,"2629308123"
"945","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-06-01,"2629315497"
"946","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491161"
"947","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-06-04,"2629307962"
"948","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491137"
