"","longitude","latitude"
"419",-81.327033,8.014305
"420",-81.324977,7.991103
"421",-81.324459,8.004493
"422",-81.32254,8.061013
"423",-81.314438,8.010961
"424",-81.313995,8.001418
"425",-81.29814,7.765303
"426",-81.265263,7.8796
"427",-81.232521,8.056598
"428",-81.21798,8.036489
"429",-81.053906,8.545166
"430",-80.990461,8.097924
"431",-80.968427,8.111721
"432",-80.960788,7.609455
"433",-80.960067,7.592687
"434",-80.931467,7.995375
"435",-80.906289,8.228617
"436",-80.778895,7.336413
"437",-80.643791,8.167399
"438",-80.52302,8.487755
"439",-80.49478,8.430665
"440",-80.267456,7.461011
"441",-80.239442,8.304287
"442",-80.225014,8.367158
"443",-80.20368,8.531301
"444",-80.179486,8.347012
"445",-80.144987,8.59722
"446",-80.126926,8.605667
"447",-80.111293,8.614695
"448",-79.874166,0.238889
"449",-79.789587,9.308407
"450",-79.743687,-3.651631
"451",-79.715486,9.129154
"452",-79.704119,9.120981
"453",-79.692707,9.117988
"454",-79.656512,9.553584
"455",-79.64976,9.06144
"456",-79.636932,8.941127
"457",-79.63575,9.047122
"458",-79.594925,9.011039
"459",-79.59003,8.903983
"460",-79.587145,9.004587
"461",-79.582561,9.038228
"462",-79.581772,8.897522
"463",-79.571059,9.013329
"464",-79.564875,9.103418
"465",-79.561333,8.979464
"466",-79.551134,8.98478
"467",-79.528572,9.04076
"468",-79.52797,9.019778
"469",-79.487616,9.03909
"470",-79.48,9.047778
"471",-79.476783,9.034314
"472",-79.47494,9.00765
"473",-79.472787,9.059345
"474",-79.431071,9.109655
"475",-79.413273,9.167011
"476",-79.395482,9.069544
"477",-79.3813,9.08938
"478",-79.263145,9.118334
"479",-79.176,-0.25339
"480",-78.9653,9.33081
"481",-78.9646,9.42967
"482",-78.956,9.22012
"483",-78.9333,9.3333
"484",-78.928824,9.1088
"485",-78.795477,9.178495
"486",-78.753035,9.022432
"487",-78.466644,8.952511
"488",-78.39867,8.92173
"489",-78.3927,8.942367
"490",-78.382243,8.894583
"491",-78.380853,8.822025
"492",-78.37,8.05
"493",-77.977717,8.509019
"494",-77.878284,8.393949
"495",-77.734385,8.205326
"496",-77.732977,8.10771
"497",-77.7071,-1.04353
"498",-77.4839,8.2347
"499",-77.2828,-0.49924
"500",-76.9118,0.11304
"501",-76.6683,-0.18212
"502",-76.6623,-0.33944
"503",-76.6,-0.4
"504",-76.536945,3.331949
"505",-76.536857,3.362546
"506",-76.533646,3.347339
"507",-76.52396,3.350201
"508",-76.31372,3.68549
"509",-76.303611,3.539444
"510",-76.142472,5.340855
"511",-75.920548,4.846999
"512",-75.79153,4.453588
"513",-75.232187,2.85709
"514",-74.705224,5.373887
"515",-73.7863,2.18255
"516",-73.58064,4.07458
"517",-73.5656,4.26025
"518",-73.054504,7.038047
"519",-70.3525,8.7181
"520",-69.6302,9.10662
"521",-68.661111,10.485556
"522",-67.7642,10.4833
"523",-67.6305,10.2687
"524",-67.5593,5.56174
"525",-67.35,9.92
"526",-66,7.43389
"527",-64.7206,7.58389
"528",-63.7932,10.1625
"529",-62.9205,10.5938
"530",-62.5539,8.31172
"531",-62.479,10.719
"532",-62.4077,8.10894
"533",-61.8,10.12
"534",-61.63,10.23
"535",-61.508563,10.660317
"536",-61.4529,10.3302
"537",-61.409931,10.520006
"538",-61.4055,10.6372
"539",-61.4,10.65
"540",-61.3995,10.7079
"541",-61.3881,10.6511
"542",-61.325577,10.687767
"543",-61.32,10.8
"544",-61.28,10.52
"545",-61.265209,10.55789
"546",-61.2635,10.5713
"547",-61.250847,10.657848
"548",-61.227665,10.664488
"549",-61.22,10.65
"550",-61.2,10.6
"551",-61.1918,10.6188
"552",-61.1904,10.6908
"553",-61.048538,10.830187
"554",-60.99501,10.834887
"555",-60.735126,11.185138
"556",-60.694378,11.279217
"557",-60.6489,11.2981
"558",-60.63,11.3
"559",-60.58,11.28
"560",-60.57,11.32
"561",-60.55,11.27
"562",-60.55,11.28
"563",-60.53,11.3
"564",-59.7135,4.6992
"565",-59.675,3.3517
"566",-59.675,3.6117
"567",-59.65,3.3033
"568",-59.503175,2.947686
